Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.23,0.09,0.0,0.03,0.35,2016-03-24,"Bandai Namco Entertainment, FromSoftware",4.2,2400.0,2400.0,"Adventure, RPG",19000.0,851.0,4300.0,2200.0
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.23,0.09,0.0,0.03,0.35,2016-03-24,"Bandai Namco Entertainment, FromSoftware",4.2,2400.0,2400.0,"Adventure, RPG",19000.0,851.0,4300.0,2200.0
Remember Me,PS3,2013,Action,Capcom,0.1,0.18,0.0,0.07,0.35,2013-06-03,"Capcom, ""DONT NOD""",2.9,179.0,179.0,"Adventure, Platform",1600.0,22.0,526.0,239.0
Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35,2011-09-14,Bandai Namco Entertainment,3.8,211.0,211.0,Fighting,1700.0,7.0,140.0,95.0
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,2000-06-29,Atlus,4.1,594.0,594.0,"Adventure, RPG",1600.0,107.0,2000.0,993.0
Mega Man ZX Advent,DS,2007,Platform,Capcom,0.23,0.0,0.09,0.02,0.35,2007-07-12,"Inti Creates, Capcom",3.6,173.0,173.0,"Adventure, Platform, Shooter",976.0,19.0,462.0,110.0
F.E.A.R.,X360,2006,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,2005-10-17,"Monolith Productions, Vivendi Universal",3.8,564.0,564.0,Shooter,3600.0,65.0,1000.0,505.0
Rayman Legends,XOne,2014,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,2013-08-30,"Ubisoft Montpellier, Ubisoft Entertainment",4.0,921.0,921.0,"Adventure, Platform",9800.0,177.0,2300.0,643.0
Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34,2016-09-15,"Atlus, Atlus USA",4.1,1800.0,1800.0,"Adventure, RPG, Turn Based Strategy",16000.0,630.0,2800.0,1700.0
Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34,2016-09-15,"Atlus, Atlus USA",4.1,1800.0,1800.0,"Adventure, RPG, Turn Based Strategy",16000.0,630.0,2800.0,1700.0
Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34,2016-09-15,"Atlus, Atlus USA",4.1,1800.0,1800.0,"Adventure, RPG, Turn Based Strategy",16000.0,630.0,2800.0,1700.0
Binary Domain,PS3,2012,Action,Sega,0.09,0.08,0.14,0.03,0.33,2012-02-16,"Sega, Ryū Ga Gotoku Studios",3.5,234.0,234.0,Shooter,1100.0,9.0,598.0,192.0
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,0.16,0.13,0.0,0.04,0.33,2003-11-11,"Ubisoft Shanghai, Ubisoft",3.9,436.0,436.0,"Adventure, Shooter",2300.0,35.0,1500.0,629.0
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,2001-03-22,Namco,4.2,379.0,379.0,"Adventure, Platform, Sport",1100.0,31.0,573.0,399.0
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.1,0.18,0.0,0.05,0.33,2016-08-23,Square Enix,3.5,387.0,387.0,"Adventure, RPG, Shooter",3400.0,72.0,2000.0,458.0
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0.0,0.03,0.33,2013-10-16,"WB Games, WB Games Montréal",3.4,642.0,642.0,"Adventure, Brawler",7800.0,125.0,1700.0,632.0
Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0.0,0.05,0.33,2011-01-25,"Electronic Arts, Visceral Games",4.0,775.0,775.0,"Adventure, Shooter",6000.0,97.0,1900.0,716.0
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.04,0.32,2013-10-16,"WB Games, WB Games Montréal",3.4,642.0,642.0,"Adventure, Brawler",7800.0,125.0,1700.0,632.0
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32,2007-11-26,Bandai Namco Entertainment,3.4,235.0,235.0,Fighting,2300.0,15.0,173.0,96.0
Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0.0,0.27,0.0,0.05,0.32,2009-08-25,"Eidos Interactive, Rocksteady Studios",3.9,1400.0,1400.0,"Adventure, Brawler",17000.0,232.0,2300.0,672.0
Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0.0,0.03,0.32,2007-10-04,"Radical Entertainment, Sierra Entertainment",3.0,200.0,200.0,"Adventure, Platform",3800.0,18.0,196.0,122.0
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,2003-11-06,"Ubisoft Entertainment, Ubisoft Montreal",3.6,480.0,480.0,"Adventure, Platform",5500.0,37.0,1100.0,421.0
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,2022-07-22,Square Enix,4.1,555.0,555.0,RPG,1100.0,235.0,1700.0,1900.0
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,2022-07-22,Square Enix,4.1,555.0,555.0,RPG,1100.0,235.0,1700.0,1900.0
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,1994-09-02,Square,4.2,307.0,307.0,RPG,555.0,36.0,738.0,491.0
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,2022-07-22,Square Enix,4.1,555.0,555.0,RPG,1100.0,235.0,1700.0,1900.0
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,2003-11-11,"Vicarious Visions, Universal Interactive Studios",3.1,141.0,141.0,Racing,1700.0,4.0,139.0,52.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0.0,0.0,0.31,0.0,0.31,1997-11-13,"Atlus, NIS America",3.8,470.0,470.0,"Adventure, RPG",1200.0,153.0,1600.0,651.0
Final Fantasy IV,PS,1997,Simulation,SquareSoft,0.0,0.0,0.29,0.02,0.31,1991-07-19,"Square Enix, Square",3.7,530.0,530.0,RPG,2700.0,60.0,964.0,379.0
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31,2012-02-07,"38 Studios, Electronic Arts",3.2,99.0,99.0,"Brawler, RPG",1200.0,22.0,365.0,106.0
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31,2013-09-26,"XSEED Games, Nihon Falcom",3.7,499.0,499.0,"Adventure, RPG, Turn Based Strategy",2100.0,129.0,1000.0,461.0
Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0.0,0.01,0.3,2005-09-21,"Activision, Beenox",3.6,300.0,300.0,Brawler,3700.0,25.0,382.0,280.0
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.3,2013-12-19,"Access Games, Square Enix",3.8,503.0,503.0,"Adventure, Brawler, RPG, Strategy",1900.0,128.0,1400.0,946.0
DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0.0,0.05,0.3,2013-01-15,"Ninja Theory, Capcom",3.0,432.0,432.0,"Adventure, Brawler",6300.0,62.0,1200.0,448.0
DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0.0,0.05,0.3,2013-01-15,"Ninja Theory, Capcom",3.0,432.0,432.0,"Adventure, Brawler",6300.0,62.0,1200.0,448.0
Quake II,N64,1999,Shooter,Activision,0.24,0.06,0.0,0.0,0.3,1997-12-09,"id Software, Activision",3.4,242.0,242.0,Shooter,1500.0,18.0,469.0,162.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01,0.3,1997-11-13,"Atlus, NIS America",3.8,470.0,470.0,"Adventure, RPG",1200.0,153.0,1600.0,651.0
Mega Man ZX,DS,2006,Platform,Capcom,0.18,0.0,0.1,0.02,0.3,2006-07-06,"Inti Creates, Capcom",3.7,239.0,239.0,"Platform, Shooter",1300.0,29.0,540.0,159.0
NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,2010-04-22,"Square Enix, Cavia",4.2,743.0,743.0,"Adventure, RPG, Shooter, Simulator, Strategy",2900.0,67.0,999.0,854.0
Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,2007-02-13,"Sony Computer Entertainment, Inc. (SCEI), High Impact Games",2.8,172.0,172.0,"Adventure, Platform, Shooter",1500.0,10.0,287.0,115.0
Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,2004-12-07,"Capcom Production Studio 1, Capcom",3.3,239.0,239.0,"Adventure, Platform",1400.0,17.0,438.0,140.0
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29,2013-11-21,Square Enix,3.1,362.0,362.0,RPG,1500.0,44.0,1300.0,426.0
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29,2014-10-14,"Take-Two Interactive, Gearbox Software",2.9,375.0,375.0,"RPG, Shooter",5300.0,100.0,1900.0,238.0
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28,2014-03-18,"Konami, Kojima Productions",3.3,650.0,650.0,"Adventure, RPG, Shooter, Strategy",9500.0,53.0,1700.0,549.0
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28,2014-03-18,"Konami, Kojima Productions",3.3,650.0,650.0,"Adventure, RPG, Shooter, Strategy",9500.0,53.0,1700.0,549.0
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,2005-10-17,"Rockstar Toronto, Rockstar Games",3.9,182.0,182.0,"Brawler, Fighting",927.0,10.0,274.0,191.0
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28,2016-02-04,"Bandai Namco Entertainment, CyberConnect2",3.5,264.0,264.0,"Adventure, Fighting",4800.0,45.0,366.0,134.0
Mega Man 7,SNES,1995,Platform,Laguna,0.03,0.01,0.23,0.01,0.28,1995-03-24,Capcom,3.5,405.0,405.0,"Adventure, Platform, Shooter",2400.0,19.0,461.0,139.0
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,2001-12-19,"Team Silent, Konami",4.5,90.0,90.0,Adventure,514.0,14.0,130.0,81.0
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.28,2015-09-01,"Spike ChunSoft, NIS America",2.7,276.0,276.0,"Adventure, Brawler, Puzzle, Shooter",3400.0,92.0,797.0,355.0
The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28,2005-10-17,"Rockstar Toronto, Rockstar Games",3.9,182.0,182.0,"Brawler, Fighting",927.0,10.0,274.0,191.0
Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28,2012-03-06,"BioWare Edmonton, Electronic Arts",3.7,777.0,777.0,"Adventure, RPG, Shooter",7300.0,79.0,1500.0,482.0
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,2003-05-06,"Konami Computer Entertainment Tokyo, Konami",4.2,1000.0,1000.0,"Adventure, Platform, RPG",5100.0,114.0,1700.0,871.0
Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,1997-08-21,"Tose, Bandai",1.8,83.0,83.0,Fighting,1200.0,2.0,39.0,23.0
The Evil Within,PC,2014,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27,2014-10-14,"Tango Gameworks, Bethesda Softworks",3.4,629.0,629.0,"Adventure, Shooter",4800.0,140.0,1800.0,822.0
Gun,X360,2009,Shooter,Activision,0.24,0.01,0.0,0.02,0.27,2005-11-05,"Activision, Rebellion Developments",3.3,131.0,131.0,Adventure,1400.0,5.0,276.0,152.0
Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.11,0.02,0.02,0.27,2012-01-26,"Tose, Capcom",3.2,469.0,469.0,"Adventure, Shooter",2900.0,55.0,939.0,297.0
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27,2009-01-15,"Atlus, Ghostlight Ltd.",3.9,219.0,219.0,"RPG, Strategy, Tactical, Visual Novel",1000.0,47.0,667.0,343.0
Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.27,2010-02-23,"Access Games, Ignition Entertainment",3.9,431.0,431.0,"Adventure, Shooter",1400.0,48.0,991.0,628.0
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26,2012-07-26,"NIS America, Spike ChunSoft",3.9,972.0,972.0,"Adventure, Point-and-Click, Visual Novel",9900.0,288.0,1800.0,605.0
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.05,0.26,2006-03-20,"Bethesda Game Studios, 2K Games",3.7,725.0,725.0,"Adventure, RPG",8100.0,183.0,1900.0,563.0
Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,2009-05-05,PopCap Games,3.7,719.0,719.0,"Puzzle, Real Time Strategy, Simulator, Strategy, Tactical",14000.0,117.0,493.0,82.0
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,2003-11-11,"Vicarious Visions, Universal Interactive Studios",3.1,141.0,141.0,Racing,1700.0,4.0,139.0,52.0
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26,1999-09-01,"Intelligent Systems Co., Ltd., Nintendo",4.1,329.0,329.0,"RPG, Strategy, Tactical",820.0,65.0,771.0,329.0
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26,1999-09-01,"Intelligent Systems Co., Ltd., Nintendo",4.1,329.0,329.0,"RPG, Strategy, Tactical",820.0,65.0,771.0,329.0
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,2002-06-06,Konami Computer Entertainment Tokyo,3.2,399.0,399.0,"Adventure, Platform, RPG",2000.0,51.0,802.0,288.0
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25,2012-03-13,"Sony Computer Entertainment, ThatGameCompany",3.9,1500.0,1500.0,"Adventure, Platform",12000.0,94.0,2700.0,1700.0
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25,2012-03-13,"Sony Computer Entertainment, ThatGameCompany",3.9,1500.0,1500.0,"Adventure, Platform",12000.0,94.0,2700.0,1700.0
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25,2012-03-13,"Sony Computer Entertainment, ThatGameCompany",3.9,1500.0,1500.0,"Adventure, Platform",12000.0,94.0,2700.0,1700.0
FIFA 14,3DS,2013,Sports,Electronic Arts,0.0,0.23,0.0,0.03,0.25,2013-09-24,"EA Sports, EA Canada",3.2,92.0,92.0,Sport,2200.0,8.0,52.0,13.0
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25,2003-09-23,"Sonic Team, Sega",3.1,133.0,133.0,Platform,797.0,12.0,322.0,212.0
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,2006-12-21,"FromSoftware, Sega",3.7,92.0,92.0,Fighting,252.0,15.0,232.0,162.0
BioShock 2,PC,2009,Shooter,Take-Two Interactive,0.02,0.19,0.0,0.04,0.24,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
BioShock 2,PC,2009,Shooter,Take-Two Interactive,0.02,0.19,0.0,0.04,0.24,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,2010-03-16,"4A Games, THQ",3.5,328.0,328.0,"RPG, Shooter",3700.0,49.0,1100.0,224.0
The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,2001-11-19,"Electronic Arts, Fox Interactive",2.9,103.0,103.0,Racing,1700.0,6.0,146.0,61.0
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,1997-10-21,"DMA Design, Take-Two Interactive",2.5,181.0,181.0,"Adventure, Racing, Shooter",1600.0,4.0,225.0,109.0
Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,2012-02-21,"Capcom, CyberConnect2",3.7,432.0,432.0,Brawler,2100.0,65.0,980.0,827.0
Danganronpa: Trigger Happy Havoc,PSP,2009,Misc,Unknown,0.0,0.0,0.24,0.0,0.24,2010-11-25,"NIS America, Spike ChunSoft",3.5,1000.0,1000.0,"Adventure, Point-and-Click, Visual Novel",12000.0,311.0,1900.0,716.0
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24,2013-12-17,"Telltale Games, Skybound Games",3.5,559.0,559.0,"Adventure, Point-and-Click, Puzzle",6700.0,35.0,718.0,262.0
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.23,2010-10-26,LucasArts,2.8,242.0,242.0,"Adventure, Brawler, RPG",4100.0,18.0,597.0,268.0
FIFA 14,PSP,2013,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23,2013-09-24,"EA Sports, EA Canada",3.2,92.0,92.0,Sport,2200.0,8.0,52.0,13.0
Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,2015-07-06,Psyonix,3.4,917.0,917.0,"Indie, Racing, Sport",17000.0,564.0,698.0,113.0
Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,2015-07-06,Psyonix,3.4,917.0,917.0,"Indie, Racing, Sport",17000.0,564.0,698.0,113.0
Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,2015-07-06,Psyonix,3.4,917.0,917.0,"Indie, Racing, Sport",17000.0,564.0,698.0,113.0
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,2013-09-26,"XSEED Games, Nihon Falcom",3.7,499.0,499.0,"Adventure, RPG, Turn Based Strategy",2100.0,129.0,1000.0,461.0
The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22,2013-12-17,"Telltale Games, Skybound Games",3.5,559.0,559.0,"Adventure, Point-and-Click, Puzzle",6700.0,35.0,718.0,262.0
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,2016-08-18,"Bandai Namco Entertainment America, Bandai Namco Studios",3.7,555.0,555.0,RPG,3300.0,293.0,2400.0,657.0
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,2009-10-22,Atlus,2.9,416.0,416.0,RPG,2500.0,161.0,1600.0,797.0
Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.21,2015-09-01,"Konami, Kojima Productions",3.8,1500.0,1500.0,"Adventure, Shooter, Tactical",14000.0,503.0,4500.0,1200.0
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,2006-11-19,"Ubisoft Entertainment, Ubisoft Montpellier",2.7,137.0,137.0,"Adventure, Platform, Puzzle",2700.0,9.0,191.0,63.0
Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0.0,0.05,0.21,2013-08-30,"Ubisoft Montpellier, Ubisoft Entertainment",4.0,921.0,921.0,"Adventure, Platform",9800.0,177.0,2300.0,643.0
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21,2013-10-11,Telltale Games,3.9,837.0,837.0,"Adventure, Point-and-Click",8100.0,81.0,1500.0,678.0
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0.0,0.02,0.2,2015-10-23,"Ubisoft Entertainment, Ubisoft Québec",3.0,562.0,562.0,Adventure,5600.0,97.0,1500.0,417.0
Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2,2013-08-19,"Volition, Deep Silver",3.1,386.0,386.0,"Adventure, Shooter",7200.0,64.0,775.0,176.0
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2,2013-04-16,"NetherRealm Studios, WB Games",3.0,364.0,364.0,"Adventure, Fighting",7100.0,17.0,502.0,112.0
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0.0,0.02,0.2,2004-09-20,"Pandemic Studios, LucasArts",3.5,255.0,255.0,Shooter,4100.0,9.0,261.0,109.0
Dead Space 3,PC,2009,Action,Electronic Arts,0.02,0.15,0.0,0.02,0.2,2013-02-05,"Visceral Games, Electronic Arts",2.6,309.0,309.0,"Adventure, Shooter",3200.0,48.0,1000.0,388.0
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,2006-12-21,"FromSoftware, Sega",3.7,92.0,92.0,Fighting,252.0,15.0,232.0,162.0
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2,2012-01-26,"Tose, Capcom",3.2,469.0,469.0,"Adventure, Shooter",2900.0,55.0,939.0,297.0
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,2004-11-30,"Ubisoft Montreal, Ubisoft Entertainment",3.5,237.0,237.0,"Adventure, Fighting, Platform",2800.0,20.0,551.0,220.0
Danganronpa 2: Goodbye Despair,PSP,2012,Misc,Spike,0.0,0.0,0.19,0.0,0.19,2012-07-26,"NIS America, Spike ChunSoft",3.9,972.0,972.0,"Adventure, Point-and-Click, Visual Novel",9900.0,288.0,1800.0,605.0
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,2010-02-04,"Electronic Arts, Visceral Games",3.2,321.0,321.0,"Adventure, Brawler",2600.0,40.0,567.0,334.0
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19,2009-05-05,PopCap Games,3.7,719.0,719.0,"Puzzle, Real Time Strategy, Simulator, Strategy, Tactical",14000.0,117.0,493.0,82.0
Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19,2012-02-16,"Sega, Ryū Ga Gotoku Studios",3.5,234.0,234.0,Shooter,1100.0,9.0,598.0,192.0
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,2013-08-19,"Volition, Deep Silver",3.1,386.0,386.0,"Adventure, Shooter",7200.0,64.0,775.0,176.0
Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19,2011-09-14,Bandai Namco Entertainment,3.8,211.0,211.0,Fighting,1700.0,7.0,140.0,95.0
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.14,0.0,0.01,0.03,0.18,2012-04-24,"Telltale Games, Sony Computer Entertainment",4.0,1200.0,1200.0,"Adventure, Point-and-Click",12000.0,111.0,1100.0,467.0
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
Remember Me,X360,2013,Action,Capcom,0.1,0.07,0.0,0.02,0.18,2013-06-03,"Capcom, ""DONT NOD""",2.9,179.0,179.0,"Adventure, Platform",1600.0,22.0,526.0,239.0
Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18,1997-12-11,Namco,4.1,648.0,648.0,Platform,2200.0,63.0,877.0,590.0
Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18,1997-12-11,Namco,4.1,648.0,648.0,Platform,2200.0,63.0,877.0,590.0
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18,2016-01-14,"Atlus, Vanillaware",4.1,228.0,228.0,RPG,895.0,71.0,740.0,349.0
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,2005-11-05,"Activision, Rebellion Developments",3.3,131.0,131.0,Adventure,1400.0,5.0,276.0,152.0
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18,2005-10-31,"Pandemic Studios, LucasArts",4.0,650.0,650.0,Shooter,7700.0,35.0,520.0,189.0
